[Nodo: cliente-31 | Lamport: 394] Edicion hilo 31 lamport=20

[Nodo: cliente-11 | Lamport: 412] Edicion hilo 11 lamport=26

[Nodo: cliente-36 | Lamport: 420] Edicion hilo 36 lamport=23

[Nodo: cliente-6 | Lamport: 421] Edicion hilo 6 lamport=2

[Nodo: cliente-33 | Lamport: 426] Edicion hilo 33 lamport=14

[Nodo: cliente-8 | Lamport: 428] Edicion hilo 8 lamport=19

[Nodo: cliente-5 | Lamport: 430] Edicion hilo 5 lamport=25

[Nodo: cliente-3 | Lamport: 468] Edicion hilo 3 lamport=8

[Nodo: cliente-19 | Lamport: 488] Edicion hilo 19 lamport=27

[Nodo: cliente-29 | Lamport: 504] Edicion hilo 29 lamport=11

[Nodo: cliente-25 | Lamport: 506] Edicion hilo 25 lamport=22

[Nodo: cliente-21 | Lamport: 532] Edicion hilo 21 lamport=6

[Nodo: cliente-39 | Lamport: 545] Edicion hilo 39 lamport=10

[Nodo: cliente-38 | Lamport: 551] Edicion hilo 38 lamport=24

[Nodo: cliente-18 | Lamport: 555] Edicion hilo 18 lamport=5

[Nodo: cliente-12 | Lamport: 559] Edicion hilo 12 lamport=13

[Nodo: cliente-44 | Lamport: 619] Edicion hilo 44 lamport=18

[Nodo: cliente-2 | Lamport: 633] Edicion hilo 2 lamport=47

[Nodo: cliente-37 | Lamport: 635] Edicion hilo 37 lamport=15

[Nodo: cliente-22 | Lamport: 637] Edicion hilo 22 lamport=41

[Nodo: cliente-9 | Lamport: 639] Edicion hilo 9 lamport=3

[Nodo: cliente-17 | Lamport: 641] Edicion hilo 17 lamport=1

[Nodo: cliente-24 | Lamport: 644] Edicion hilo 24 lamport=49

[Nodo: cliente-40 | Lamport: 645] Edicion hilo 40 lamport=7

[Nodo: cliente-7 | Lamport: 649] Edicion hilo 7 lamport=44

[Nodo: cliente-42 | Lamport: 654] Edicion hilo 42 lamport=4

[Nodo: cliente-45 | Lamport: 657] Edicion hilo 45 lamport=28

[Nodo: cliente-35 | Lamport: 672] Edicion hilo 35 lamport=38

[Nodo: cliente-28 | Lamport: 680] Edicion hilo 28 lamport=16

[Nodo: cliente-46 | Lamport: 682] Edicion hilo 46 lamport=42

[Nodo: cliente-30 | Lamport: 684] Edicion hilo 30 lamport=39

[Nodo: cliente-1 | Lamport: 686] Edicion hilo 1 lamport=21

[Nodo: cliente-10 | Lamport: 689] Edicion hilo 10 lamport=9

[Nodo: cliente-34 | Lamport: 692] Edicion hilo 34 lamport=40

[Nodo: cliente-14 | Lamport: 695] Edicion hilo 14 lamport=12

[Nodo: cliente-33 | Lamport: 697] Edicion hilo 33 lamport=51

[Nodo: cliente-41 | Lamport: 699] Edicion hilo 41 lamport=17

[Nodo: cliente-4 | Lamport: 701] Edicion hilo 4 lamport=43

[Nodo: cliente-15 | Lamport: 717] Edicion hilo 15 lamport=46

[Nodo: cliente-49 | Lamport: 719] Edicion hilo 49 lamport=53

[Nodo: cliente-8 | Lamport: 726] Edicion hilo 8 lamport=56

[Nodo: cliente-5 | Lamport: 732] Edicion hilo 5 lamport=60

[Nodo: cliente-47 | Lamport: 744] Edicion hilo 47 lamport=52

[Nodo: cliente-16 | Lamport: 746] Edicion hilo 16 lamport=54

[Nodo: cliente-32 | Lamport: 750] Edicion hilo 32 lamport=48

[Nodo: cliente-2 | Lamport: 825] Edicion hilo 2 lamport=73

[Nodo: cliente-26 | Lamport: 844] Edicion hilo 26 lamport=59

[Nodo: cliente-21 | Lamport: 882] Edicion hilo 21 lamport=74

[Nodo: cliente-38 | Lamport: 889] Edicion hilo 38 lamport=68

[Nodo: cliente-0 | Lamport: 898] Edicion hilo 0 lamport=65

[Nodo: cliente-14 | Lamport: 908] Edicion hilo 14 lamport=79

[Nodo: cliente-12 | Lamport: 910] Edicion hilo 12 lamport=70

[Nodo: cliente-30 | Lamport: 917] Edicion hilo 30 lamport=82

[Nodo: cliente-44 | Lamport: 956] Edicion hilo 44 lamport=71

[Nodo: cliente-1 | Lamport: 968] Edicion hilo 1 lamport=81

[Nodo: cliente-28 | Lamport: 973] Edicion hilo 28 lamport=83

[Nodo: cliente-37 | Lamport: 975] Edicion hilo 37 lamport=77

[Nodo: cliente-7 | Lamport: 981] Edicion hilo 7 lamport=78

[Nodo: cliente-4 | Lamport: 987] Edicion hilo 4 lamport=91

[Nodo: cliente-42 | Lamport: 997] Edicion hilo 42 lamport=87

[Nodo: cliente-23 | Lamport: 1007] Edicion hilo 23 lamport=95

[Nodo: cliente-15 | Lamport: 1027] Edicion hilo 15 lamport=106

[Nodo: cliente-33 | Lamport: 1033] Edicion hilo 33 lamport=105

[Nodo: cliente-16 | Lamport: 1034] Edicion hilo 16 lamport=98

[Nodo: cliente-47 | Lamport: 1035] Edicion hilo 47 lamport=99

[Nodo: cliente-34 | Lamport: 1038] Edicion hilo 34 lamport=85

[Nodo: cliente-20 | Lamport: 1041] Edicion hilo 20 lamport=107

