[Nodo: cliente-31 | Lamport: 338] Edicion hilo 31 lamport=20

[Nodo: cliente-11 | Lamport: 343] Edicion hilo 11 lamport=26

[Nodo: cliente-36 | Lamport: 345] Edicion hilo 36 lamport=23

[Nodo: cliente-33 | Lamport: 348] Edicion hilo 33 lamport=14

[Nodo: cliente-8 | Lamport: 350] Edicion hilo 8 lamport=19

[Nodo: cliente-6 | Lamport: 353] Edicion hilo 6 lamport=2

[Nodo: cliente-5 | Lamport: 360] Edicion hilo 5 lamport=25

[Nodo: cliente-29 | Lamport: 422] Edicion hilo 29 lamport=11

[Nodo: cliente-3 | Lamport: 424] Edicion hilo 3 lamport=8

[Nodo: cliente-25 | Lamport: 439] Edicion hilo 25 lamport=22

[Nodo: cliente-38 | Lamport: 440] Edicion hilo 38 lamport=24

[Nodo: cliente-21 | Lamport: 443] Edicion hilo 21 lamport=6

[Nodo: cliente-19 | Lamport: 446] Edicion hilo 19 lamport=27

[Nodo: cliente-12 | Lamport: 444] Edicion hilo 12 lamport=13

[Nodo: cliente-39 | Lamport: 454] Edicion hilo 39 lamport=10

[Nodo: cliente-18 | Lamport: 456] Edicion hilo 18 lamport=5

[Nodo: cliente-44 | Lamport: 581] Edicion hilo 44 lamport=18

[Nodo: cliente-9 | Lamport: 583] Edicion hilo 9 lamport=3

[Nodo: cliente-2 | Lamport: 585] Edicion hilo 2 lamport=47

[Nodo: cliente-42 | Lamport: 587] Edicion hilo 42 lamport=4

[Nodo: cliente-37 | Lamport: 589] Edicion hilo 37 lamport=15

[Nodo: cliente-35 | Lamport: 591] Edicion hilo 35 lamport=38

[Nodo: cliente-22 | Lamport: 595] Edicion hilo 22 lamport=41

[Nodo: cliente-7 | Lamport: 597] Edicion hilo 7 lamport=44

[Nodo: cliente-40 | Lamport: 599] Edicion hilo 40 lamport=7

[Nodo: cliente-10 | Lamport: 601] Edicion hilo 10 lamport=9

[Nodo: cliente-45 | Lamport: 603] Edicion hilo 45 lamport=28

[Nodo: cliente-1 | Lamport: 605] Edicion hilo 1 lamport=21

[Nodo: cliente-17 | Lamport: 608] Edicion hilo 17 lamport=1

[Nodo: cliente-46 | Lamport: 610] Edicion hilo 46 lamport=42

[Nodo: cliente-30 | Lamport: 616] Edicion hilo 30 lamport=39

[Nodo: cliente-34 | Lamport: 618] Edicion hilo 34 lamport=40

[Nodo: cliente-24 | Lamport: 620] Edicion hilo 24 lamport=49

[Nodo: cliente-28 | Lamport: 622] Edicion hilo 28 lamport=16

[Nodo: cliente-14 | Lamport: 623] Edicion hilo 14 lamport=12

[Nodo: cliente-33 | Lamport: 626] Edicion hilo 33 lamport=51

[Nodo: cliente-4 | Lamport: 632] Edicion hilo 4 lamport=43

[Nodo: cliente-41 | Lamport: 633] Edicion hilo 41 lamport=17

[Nodo: cliente-15 | Lamport: 667] Edicion hilo 15 lamport=46

[Nodo: cliente-16 | Lamport: 670] Edicion hilo 16 lamport=54

[Nodo: cliente-47 | Lamport: 674] Edicion hilo 47 lamport=52

[Nodo: cliente-32 | Lamport: 668] Edicion hilo 32 lamport=48

[Nodo: cliente-49 | Lamport: 678] Edicion hilo 49 lamport=53

[Nodo: cliente-5 | Lamport: 680] Edicion hilo 5 lamport=60

[Nodo: cliente-8 | Lamport: 682] Edicion hilo 8 lamport=56

[Nodo: cliente-2 | Lamport: 781] Edicion hilo 2 lamport=73

[Nodo: cliente-26 | Lamport: 798] Edicion hilo 26 lamport=59

[Nodo: cliente-21 | Lamport: 820] Edicion hilo 21 lamport=74

[Nodo: cliente-0 | Lamport: 831] Edicion hilo 0 lamport=65

[Nodo: cliente-38 | Lamport: 834] Edicion hilo 38 lamport=68

[Nodo: cliente-14 | Lamport: 841] Edicion hilo 14 lamport=79

[Nodo: cliente-12 | Lamport: 860] Edicion hilo 12 lamport=70

[Nodo: cliente-30 | Lamport: 865] Edicion hilo 30 lamport=82

[Nodo: cliente-28 | Lamport: 899] Edicion hilo 28 lamport=83

[Nodo: cliente-44 | Lamport: 901] Edicion hilo 44 lamport=71

[Nodo: cliente-7 | Lamport: 903] Edicion hilo 7 lamport=78

[Nodo: cliente-37 | Lamport: 905] Edicion hilo 37 lamport=77

[Nodo: cliente-1 | Lamport: 907] Edicion hilo 1 lamport=81

[Nodo: cliente-42 | Lamport: 923] Edicion hilo 42 lamport=87

[Nodo: cliente-4 | Lamport: 953] Edicion hilo 4 lamport=91

[Nodo: cliente-23 | Lamport: 970] Edicion hilo 23 lamport=95

[Nodo: cliente-47 | Lamport: 976] Edicion hilo 47 lamport=99

[Nodo: cliente-15 | Lamport: 979] Edicion hilo 15 lamport=106

[Nodo: cliente-33 | Lamport: 982] Edicion hilo 33 lamport=105

[Nodo: cliente-16 | Lamport: 983] Edicion hilo 16 lamport=98

[Nodo: cliente-20 | Lamport: 986] Edicion hilo 20 lamport=107

[Nodo: cliente-34 | Lamport: 987] Edicion hilo 34 lamport=85

[Nodo: cliente-2 | Lamport: 1046] Edicion hilo 2 lamport=112

[Nodo: cliente-32 | Lamport: 1048] Edicion hilo 32 lamport=104

[Nodo: cliente-6 | Lamport: 1050] Edicion hilo 6 lamport=103

[Nodo: cliente-45 | Lamport: 1056] Edicion hilo 45 lamport=96

[Nodo: cliente-25 | Lamport: 1152] Edicion hilo 25 lamport=108

[Nodo: cliente-39 | Lamport: 1157] Edicion hilo 39 lamport=113

[Nodo: cliente-48 | Lamport: 1159] Edicion hilo 48 lamport=109

[Nodo: cliente-44 | Lamport: 1161] Edicion hilo 44 lamport=129

[Nodo: cliente-24 | Lamport: 1165] Edicion hilo 24 lamport=75

[Nodo: cliente-28 | Lamport: 1169] Edicion hilo 28 lamport=134

[Nodo: cliente-8 | Lamport: 1171] Edicion hilo 8 lamport=132

[Nodo: cliente-14 | Lamport: 1172] Edicion hilo 14 lamport=116

[Nodo: cliente-36 | Lamport: 1178] Edicion hilo 36 lamport=123

[Nodo: cliente-49 | Lamport: 1180] Edicion hilo 49 lamport=110

[Nodo: cliente-40 | Lamport: 1185] Edicion hilo 40 lamport=128

[Nodo: cliente-42 | Lamport: 1193] Edicion hilo 42 lamport=131

[Nodo: cliente-19 | Lamport: 1272] Edicion hilo 19 lamport=127

[Nodo: cliente-33 | Lamport: 1274] Edicion hilo 33 lamport=146

[Nodo: cliente-37 | Lamport: 1285] Edicion hilo 37 lamport=135

[Nodo: cliente-4 | Lamport: 1287] Edicion hilo 4 lamport=153

[Nodo: cliente-29 | Lamport: 1291] Edicion hilo 29 lamport=125

[Nodo: cliente-16 | Lamport: 1293] Edicion hilo 16 lamport=143

[Nodo: cliente-21 | Lamport: 1295] Edicion hilo 21 lamport=151

[Nodo: cliente-5 | Lamport: 1301] Edicion hilo 5 lamport=141

[Nodo: cliente-10 | Lamport: 1303] Edicion hilo 10 lamport=119

[Nodo: cliente-23 | Lamport: 1320] Edicion hilo 23 lamport=158

[Nodo: cliente-9 | Lamport: 1324] Edicion hilo 9 lamport=159

[Nodo: cliente-7 | Lamport: 1326] Edicion hilo 7 lamport=142

[Nodo: cliente-3 | Lamport: 1339] Edicion hilo 3 lamport=133

[Nodo: cliente-15 | Lamport: 1356] Edicion hilo 15 lamport=139

[Nodo: cliente-13 | Lamport: 1366] Edicion hilo 13 lamport=150

[Nodo: cliente-35 | Lamport: 1368] Edicion hilo 35 lamport=144

[Nodo: cliente-22 | Lamport: 1370] Edicion hilo 22 lamport=148

[Nodo: cliente-18 | Lamport: 1375] Edicion hilo 18 lamport=145

[Nodo: cliente-28 | Lamport: 1463] Edicion hilo 28 lamport=173

[Nodo: cliente-46 | Lamport: 1465] Edicion hilo 46 lamport=160

[Nodo: cliente-26 | Lamport: 1466] Edicion hilo 26 lamport=170

[Nodo: cliente-30 | Lamport: 1471] Edicion hilo 30 lamport=162

[Nodo: cliente-0 | Lamport: 1503] Edicion hilo 0 lamport=177

[Nodo: cliente-2 | Lamport: 1505] Edicion hilo 2 lamport=175

[Nodo: cliente-24 | Lamport: 1519] Edicion hilo 24 lamport=168

[Nodo: cliente-21 | Lamport: 1521] Edicion hilo 21 lamport=180

[Nodo: cliente-44 | Lamport: 1523] Edicion hilo 44 lamport=172

[Nodo: cliente-16 | Lamport: 1542] Edicion hilo 16 lamport=182

[Nodo: cliente-40 | Lamport: 1544] Edicion hilo 40 lamport=166

[Nodo: cliente-38 | Lamport: 1557] Edicion hilo 38 lamport=161

[Nodo: cliente-12 | Lamport: 1559] Edicion hilo 12 lamport=163

[Nodo: cliente-11 | Lamport: 1596] Edicion hilo 11 lamport=174

[Nodo: cliente-27 | Lamport: 1597] Edicion hilo 27 lamport=195

[Nodo: cliente-8 | Lamport: 1627] Edicion hilo 8 lamport=171

[Nodo: cliente-47 | Lamport: 1659] Edicion hilo 47 lamport=187

[Nodo: cliente-20 | Lamport: 1663] Edicion hilo 20 lamport=184

[Nodo: cliente-5 | Lamport: 1666] Edicion hilo 5 lamport=201

[Nodo: cliente-4 | Lamport: 1678] Edicion hilo 4 lamport=181

[Nodo: cliente-31 | Lamport: 1680] Edicion hilo 31 lamport=202

[Nodo: cliente-18 | Lamport: 1682] Edicion hilo 18 lamport=200

